Lyricist,Individual's Song ID,Verse,Label
Ahmed Fojol Karim,song1,সেই আদলে তোমার আগমন প্রাণ তোলপাড় বারতা মনোহরিনীর চঞ্চলতায় ভেঙ্গেছে আমার স্তব্ধতা(২) বর্নে বর্নে সুবর্না তুমি একটি মাধবী রাত ধোঁয়া ধোঁয়া ধোঁয়া তুমি ছিলে আমার কামনায় ও বিন্দু বিন্দু গড়া ভালোবাসার পাহাড় গড়িয়ে পেলাম তোমায় আমি চুমু করি আকাশ এ সন্ধ্যায় প্রতিমার ছবি ওহো প্রতিমার ছবি,1
Ahmed Fojol Karim,song2,"রেশমী চূড়ি হাতে এলোমেলো চুল স্কুল পলাতক মেয়ে করেছে ব্যাকুল দুরু দুরু কাঁপে বুক যদি দেখে হায় এভাবে কি তার সাথে প্রেম করা যায় বুঝেও না বুঝে তুমি গেছো বহুদূর ব্যথায় ভরা মন তুমি নাই, তুমি নাই, তুমি নাই বাসরী কত ফাগুন যায় বলো কি করি তুমি নাই, তুমি নাই, তুমি নাই বাসরী কত ফাগুন যায় বলো কি করি",1
Ahmed Fojol Karim,song2,"রোদে জ্বলা শিউলী তলায় ও হায় তোমারি পথ চেয়ে দিন কেটেছে এই চোখ যত দূরে দৃষ্টি মেলায় শুধু দুচোখ তোমাকে খুজেছে(২) বুঝেও না বুঝে তুমি গেছো বহুদূর ব্যথায় ভরা মন তুমি নাই, তুমি নাই, তুমি নাই বাসরী কত ফাগুন যায় বলো কি করি তুমি নাই, তুমি নাই, তুমি নাই বাসরী কত ফাগুন যায় বলো কি করি",2
Ahmed Fojol Karim,song2,"রোজ তুমি স্কুল পলায়ে পলায় হাত দুটি ধরে মোর খুচো দিয়ে বলতে স্কুল ব্যাগ ছুড়ে ফেলে দিয়ে সুদূর গীটার গীটারে ঝড় তুলতে(২) বুঝেও না বুঝে তুমি গেছো বহুদূর ব্যথায় ভরা মন তুমি নাই, তুমি নাই, তুমি নাই বাসরী কত ফাগুন যায় বলো কি করি তুমি নাই, তুমি নাই, তুমি নাই বাসরী কত ফাগুন যায় বলো কি করি",1
Ahmed Fojol Karim,song2,স্কুল পলাতক মেয়ে…………,3
Ahmed Imtiaz Bulbul,song10,"ওগো আমার সুন্দর মানুষ, একটা কথা শোন… তুমি বিনা আমার তো, নাই গতি কোন…",1
Ahmed Imtiaz Bulbul,song10,"তুমি আমার জানের জান, করো না অভিমান.. ভালবেসে দিতে পারি, তোমায় আমি এই প্রান.. দোহায় লাগে সুন্দর মানুষ, একটা কথা মান… তুমি আমার বিনা আমার তো. নাই গতি কোন…",1
Ahmed Imtiaz Bulbul,song10,"করো না অবহেলা, দিও না এত জ্বালা.. মরে গেলে বলো তোমায়, কে পড়াবে মালা… এখন থেকে মিলনের ক্ষন, শুধুই তুমি গোন, তুমি বিনা আমার তো, নাই গতি কোন…",1
Ahmed Imtiaz Bulbul,song11,"তোমাকে চাই, শুধু, তোমাকে চাই আর কিছু জীবনে পাই বা না পাই",1
Ahmed Imtiaz Bulbul,song11,"বাঁধনহারা মনটা আমার, শাসন-বারণ মানে না তোমারই প্রেমে পাগল পরাণ, আর কিছু তো জানে না চোখের স্বপন তুমি, বুকের কাঁপন তুমি কতো আপন তুমি, জানা নাই, নাই",1
Ahmed Imtiaz Bulbul,song11,"সারাটি জীবন, ছায়ার মতন, আমার পাশে থাকো না বুকের ঘরে, যতন করে, আমাকে তুমি রাখো না আমার জীবন তুমি, আমার মরণ তুমি কতো আপন তুমি, জানা নাই, নাই",1
Ahmed Imtiaz Bulbul,song12,ও আমার মন কান্দে ও আমার প্রান কান্দে।।,2
Ahmed Imtiaz Bulbul,song12,বন্ধুর লাগিয়া আমার চোখ কান্দেরে বন্ধু বিহনে নিশিরাত কান্দেরে।।,1
